['Espesura', 'Respondon'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,5120,70,308,45,Planta Snake Pokémon,55,1059860,0.6,45,Tsutarjaツタージャ,Snivy,88.1,495,45,55,63,Planta,,8.1,5,0
['Espesura', 'Respondon'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,413,45,Planta Snake Pokémon,75,1059860,0.8,60,Janovyジャノビー,Servine,88.1,496,60,75,83,Planta,,16.0,5,0
['Espesura', 'Respondon'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,5120,70,528,45,Regal Pokémon,95,1059860,3.3,75,Jalordaジャローダ,Serperior,88.1,497,75,95,113,Planta,,63.0,5,0
['Mar Llamas', 'Sebo'],0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,63,5120,70,308,45,Fuego Pig Pokémon,45,1059860,0.5,65,Pokabuポカブ,Tepig,88.1,498,45,45,45,Fuego,,9.9,5,0
['Mar Llamas', 'Sebo'],0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,93,5120,70,418,45,Fuego Pig Pokémon,55,1059860,1.0,90,Chaobooチャオブー,Pignite,88.1,499,70,55,55,Fuego,Luchaing,55.5,5,0
['Mar Llamas', 'Audaz'],0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,123,5120,70,528,45,Mega Fuego Pig Pokémon,65,1059860,1.6,110,Enbuohエンブオー,Emboar,88.1,500,100,65,65,Fuego,Luchaing,150.0,5,0
['Torrente', 'Caparazon'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,55,5120,70,308,45,Sea Otter Pokémon,45,1059860,0.5,55,Mijumaruミジュマル,Oshawott,88.1,501,63,45,45,Agua,,5.9,5,0
['Torrente', 'Caparazon'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,5120,70,413,45,Discipline Pokémon,60,1059860,0.8,75,Futachimaruフタチマル,Dewott,88.1,502,83,60,60,Agua,,24.5,5,0
['Torrente', 'Caparazon'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,100,5120,70,528,45,Formidable Pokémon,85,1059860,1.5,95,Daikenkiダイケンキ,Samurott,88.1,503,108,70,70,Agua,,94.6,5,0
['Fuga', 'Vista Lince', 'Calculo Final'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,3840,70,255,255,Scout Pokémon,39,1000000,0.5,45,Minezumiミネズミ,Patrat,50,504,35,39,42,Normal,,11.6,5,0
['Iluminacion', 'Vista Lince', 'Calculo Final'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,5120,70,420,255,Lookout Pokémon,69,1000000,1.1,60,Miruhogミルホッグ,Watchog,50,505,60,69,77,Normal,,27.0,5,0
['Espiritu Vital', 'Recogida', 'Fuga'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,3840,70,275,255,Puppy Pokémon,45,1059860,0.4,45,Yorterrieヨーテリー,Lillipup,50,506,25,45,55,Normal,,4.1,5,0
['Intimidacion', 'Impetu Arena', 'Intrepido'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,3840,70,370,120,Loyal Dog Pokémon,65,1059860,0.9,65,Herderrieハーデリア,Herdier,50,507,35,65,60,Normal,,14.7,5,0
['Intimidacion', 'Impetu Arena', 'Intrepido'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,3840,70,500,45,Big-Hearted Pokémon,90,1059860,1.2,85,Moolandムーランド,Stoutland,50,508,45,90,80,Normal,,61.0,5,0
['Flexibilidad', 'Liviano', 'Bromista'],2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,50,5120,70,281,255,Devious Pokémon,37,1000000,0.4,41,Choronekoチョロネコ,Purrloin,50,509,50,37,66,Siniestro,,10.1,5,0
['Flexibilidad', 'Liviano', 'Bromista'],2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,88,5120,70,446,90,Cruel Pokémon,50,1000000,1.1,64,Lepardasレパルダス,Liepard,50,510,88,50,106,Siniestro,,37.5,5,0
['Gula', 'Espesura'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,53,5120,70,316,190,Planta Monkey Pokémon,48,1000000,0.6,50,Yanappuヤナップ,Pansage,88.1,511,53,48,64,Planta,,10.5,5,0
['Gula', 'Espesura'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,98,5120,70,498,75,Thorn Monkey Pokémon,63,1000000,1.1,75,Yanakkieヤナッキー,Simisage,88.1,512,98,63,101,Planta,,30.5,5,0
['Gula', 'Mar Llamas'],0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,53,5120,70,316,190,High Temp Pokémon,48,1000000,0.6,50,Baoppuバオップ,Pansear,88.1,513,53,48,64,Fuego,,11.0,5,0
['Gula', 'Mar Llamas'],0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,98,5120,70,498,75,Ember Pokémon,63,1000000,1.0,75,Baokkieバオッキー,Simisear,88.1,514,98,63,101,Fuego,,28.0,5,0
['Gula', 'Torrente'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,53,5120,70,316,190,Spray Pokémon,48,1000000,0.6,50,Hiyappuヒヤップ,Panpour,88.1,515,53,48,64,Agua,,13.5,5,0
['Gula', 'Torrente'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,98,5120,70,498,75,Geyser Pokémon,63,1000000,1.0,75,Hiyakkieヒヤッキー,Simipour,88.1,516,98,63,101,Agua,,29.0,5,0
['Alerta', 'Sincronia', 'Telepatia'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,25,2560,70,292,190,Dream Eater Pokémon,45,800000,0.6,76,Munnaムンナ,Munna,50,517,67,55,24,Psiquico,,23.3,5,0
['Alerta', 'Sincronia', 'Telepatia'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,2560,70,487,75,Drowsing Pokémon,85,800000,1.1,116,Musharnaムシャーナ,Musharna,50,518,107,95,29,Psiquico,,60.5,5,0
['Sacapecho', 'Afortunado', 'Rivalidad'],0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,3840,70,264,255,Tiny Pigeon Pokémon,50,1059860,0.3,50,Mamepatoマメパト,Pidove,50,519,36,30,43,Normal,Volador,2.1,5,0
['Sacapecho', 'Afortunado', 'Rivalidad'],0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,77,3840,70,358,120,Wild Pigeon Pokémon,62,1059860,0.6,62,Hatobohハトーボー,Tranquill,50,520,50,42,65,Normal,Volador,15.0,5,0
['Sacapecho', 'Afortunado', 'Rivalidad'],0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,115,3840,70,488,45,Proud Pokémon,80,1059860,1.2,80,Kenhallowケンホロウ,Unfezant,50,521,65,55,93,Normal,Volador,29.0,5,0
['Pararrayos', 'Electromotor', 'Herviboro'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,60,5120,70,295,190,Electrified Pokémon,32,1000000,0.8,45,Shimamaシママ,Blitzle,50,522,50,32,76,Electrico,,29.8,5,0
['Pararrayos', 'Electromotor', 'Herviboro'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,100,5120,70,497,75,Thunderbolt Pokémon,63,1000000,1.6,75,Zebraikaゼブライカ,Zebstrika,50,523,80,63,116,Electrico,,79.5,5,0
['Robustez', 'Armadura Fragil', 'Poder Arena'],1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,75,3840,70,280,255,Mantle Pokémon,85,1059860,0.4,55,Dangoroダンゴロ,Roggenrola,50,524,25,25,15,Roca,,18.0,5,0
['Robustez', 'Armadura Fragil', 'Poder Arena'],1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,105,3840,70,390,120,Ore Pokémon,105,1059860,0.9,70,Gantleガントル,Boldore,50,525,50,40,20,Roca,,102.0,5,0
['Robustez', 'Chorro Arena', 'Poder Arena'],1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,135,3840,70,515,45,Compressed Pokémon,130,1059860,1.7,85,Gigaiathギガイアス,Gigalith,50,526,60,80,25,Roca,,260.0,5,0
['Ignorante', 'Zoquete', 'Simple'],1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,45,3840,70,323,190,Bat Pokémon,43,1000000,0.4,65,Koromoriコロモリ,Woobat,50,527,55,43,72,Psiquico,Volador,2.1,5,0
['Ignorante', 'Zoquete', 'Simple'],1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,57,3840,70,425,45,Courting Pokémon,55,1000000,0.9,67,Kokoromoriココロモリ,Swoobat,50,528,77,55,114,Psiquico,Volador,10.5,5,0
['Impetu Arena', 'Poder Arena', 'Rompemoldes'],1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,85,5120,70,328,120,Mole Pokémon,40,1000000,0.3,60,Mogurewモグリュー,Drilbur,50,529,30,45,68,Tierra,,8.5,5,0
['Impetu Arena', 'Poder Arena', 'Rompemoldes'],0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,135,5120,70,508,60,Subterrene Pokémon,60,1000000,0.7,110,Doryuzuドリュウズ,Excadrill,50,530,50,65,88,Tierra,Acero,40.4,5,0
['Alma Cura', 'Regeneracion', 'Zoquete'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,5120,70,545,255,Hearing Pokémon,126,800000,1.1,103,Tabunneタブンネ,Audino,50,531,80,126,50,Normal,,31.0,5,0
['Agallas', 'Potencia Bruta', 'Pu�o Ferreo'],0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,80,5120,70,305,180,Muscular Pokémon,55,1059860,0.6,75,Dokkorerドッコラー,Timburr,75.4,532,25,35,35,Luchaing,,12.5,5,0
['Agallas', 'Potencia Bruta', 'Pu�o Ferreo'],0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,105,5120,70,405,90,Muscular Pokémon,85,1059860,1.2,85,Dotekkotsuドテッコツ,Gurdurr,75.4,533,40,50,40,Luchaing,,40.0,5,0
['Agallas', 'Potencia Bruta', 'Pu�o Ferreo'],0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,140,5120,70,505,45,Muscular Pokémon,95,1059860,1.4,105,Roubushinローブシン,Conkeldurr,75.4,534,55,65,45,Luchaing,,87.0,5,0
['Nado Rapido', 'Hidratacion', 'Absorb Agua'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,5120,70,294,255,Tadpole Pokémon,40,1059860,0.5,50,Otamaroオタマロ,Tympole,50,535,50,40,64,Agua,,4.5,5,0
['Nado Rapido', 'Hidratacion', 'Absorb Agua'],1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,65,5120,70,384,120,Vibration Pokémon,55,1059860,0.8,75,Gamagaruガマガル,Palpitoad,50,536,65,55,69,Agua,Tierra,17.0,5,0
['Nado Rapido', 'Toque Toxico', 'Absorb Agua'],1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,95,5120,70,509,45,Vibration Pokémon,75,1059860,1.5,105,Gamagerogeガマゲロゲ,Seismitoad,50,537,85,75,74,Agua,Tierra,62.0,5,0
['Agallas', 'Foco interno', 'Rompemoldes'],0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,100,5120,70,465,45,Judo Pokémon,85,1000000,1.3,120,Nagekiナゲキ,Throh,100,538,30,85,45,Luchaing,,55.5,5,0
['Robustez', 'Foco interno', 'Rompemoldes'],0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,125,5120,70,465,45,Karate Pokémon,75,1000000,1.4,75,Dagekiダゲキ,Sawk,100,539,30,75,85,Luchaing,,51.0,5,0
['Enjambre', 'Clorofila', 'Funda'],2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,53,3840,70,310,255,Sewing Pokémon,70,1059860,0.3,45,Kurumiruクルミル,Sewaddle,50,540,40,60,42,Bicho,Planta,2.5,5,0
['Defensa Hoja', 'Clorofila', 'Funda'],2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,63,3840,70,380,120,Leaf-Wrapped Pokémon,90,1059860,0.5,55,Kurumayuクルマユ,Swadloon,50,541,50,80,42,Bicho,Planta,7.3,5,0
['Enjambre', 'Clorofila', 'Funda'],2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,103,3840,70,500,45,Nurturing Pokémon,80,1059860,1.2,75,Hahakomoriハハコモリ,Leavanny,50,542,70,80,92,Bicho,Planta,20.5,5,0
['Punto Toxico', 'Enjambre', 'Impulso'],0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,45,3840,70,260,255,Centipede Pokémon,59,1059860,0.4,30,Fushideフシデ,Venipede,50,543,30,39,57,Bicho,Veneno,5.3,5,0
['Punto Toxico', 'Enjambre', 'Impulso'],0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,55,3840,70,360,120,Curlipede Pokémon,99,1059860,1.2,40,Wheegaホイーガ,Whirlipede,50,544,40,79,47,Bicho,Veneno,58.5,5,0
['Punto Toxico', 'Enjambre', 'Impulso'],0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,100,5120,70,485,45,Megapede Pokémon,89,1059860,2.5,60,Pendrorペンドラー,Scolipede,50,545,55,69,112,Bicho,Veneno,200.5,5,0
['Bromista', 'Allanamiento', 'Clorofila'],1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,27,5120,70,280,190,Cotton Puff Pokémon,60,1000000,0.3,40,Monmenモンメン,Cottonee,50,546,37,50,66,Planta,Hada,0.6,5,0
['Bromista', 'Allanamiento', 'Clorofila'],1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,67,5120,70,480,75,Windveiled Pokémon,85,1000000,0.7,60,Elfuunエルフーン,Whimsicott,50,547,77,75,116,Planta,Hada,6.6,5,0
['Clorofila', 'Ritmo propio', 'Defensa Hoja'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,35,5120,70,280,190,Bulb Pokémon,50,1000000,0.5,45,Churineチュリネ,Petilil,0,548,70,50,30,Planta,,6.6,5,0
['Clorofila', 'Ritmo propio', 'Defensa Hoja'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,480,75,Flowering Pokémon,75,1000000,1.1,70,Dredearドレディア,Lilligant,0,549,110,75,90,Planta,,16.3,5,0
['Audaz', 'Cabeza Roca', 'Adaptable', 'Rompemoldes'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,92,10240,70,460,25,Hostile Pokémon,65,1000000,1.0,70,Bassraoバスラオ,Basculin,50,550,80,55,98,Agua,,18.0,5,0
['Intimidacion', 'Autoestima', 'Irascible'],2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,72,5120,70,292,180,Desert Croc Pokémon,35,1059860,0.7,50,Megurocoメグロコ,Sandile,50,551,35,35,65,Tierra,Siniestro,15.2,5,0
['Intimidacion', 'Autoestima', 'Irascible'],2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,82,5120,70,351,90,Desert Croc Pokémon,45,1059860,1.0,60,Waruvileワルビル,Krokorok,50,552,45,45,74,Tierra,Siniestro,33.4,5,0
['Intimidacion', 'Autoestima', 'Irascible'],2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,117,5120,70,519,45,Intimidation Pokémon,80,1059860,1.5,95,Waruvialワルビアル,Krookodile,50,553,65,70,92,Tierra,Siniestro,96.3,5,0
['Entusiasmo', 'Foco interno'],0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,90,5120,70,315,120,Zen Charm Pokémon,45,1059860,0.6,70,Darumakkaダルマッカ,Darumaka,50,554,15,45,50,Fuego,,37.5,5,0
['Potencia Bruta', 'Modo Daruma'],0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,30,5120,70,540,60,Blazing Pokémon,105,1059860,1.3,105,Hihidarumaヒヒダルマ,Darmanitan,50,555,140,105,55,Fuego,Fuego,92.9,5,0
['Absorb Agua', 'Clorofila', 'Colector'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,86,5120,70,461,255,Cactus Pokémon,67,1000000,1.0,75,Maracacchiマラカッチ,Maractus,50,556,106,67,60,Planta,,28.0,5,0
['Robustez', 'Caparazon', 'Armadura Fragil'],1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,65,5120,70,325,190,Roca Inn Pokémon,85,1000000,0.3,50,Ishizumaiイシズマイ,Dwebble,50,557,35,35,55,Bicho,Roca,14.5,5,0
['Robustez', 'Caparazon', 'Armadura Fragil'],1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,105,5120,70,485,75,Stone Home Pokémon,125,1000000,1.4,70,Iwapalaceイワパレス,Crustle,50,558,65,75,45,Bicho,Roca,200.0,5,0
['Piel Seca', 'Autoestima', 'Intimidacion'],1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,75,3840,35,348,180,Shedding Pokémon,70,1000000,0.6,50,Zurugguズルッグ,Scraggy,50,559,35,70,48,Siniestro,Luchaing,11.8,5,0
['Piel Seca', 'Autoestima', 'Intimidacion'],1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,90,3840,70,488,90,Hoodlum Pokémon,115,1000000,1.1,65,Zuruzukinズルズキン,Scrafty,50,560,45,115,58,Siniestro,Luchaing,30.0,5,0
['Piel Milagro ', 'Muro Magico', 'Cromolente'],1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,58,5120,70,490,45,Avianoid Pokémon,80,1000000,1.4,72,Symbolerシンボラー,Sigilyph,50,561,103,80,97,Psiquico,Volador,14.0,5,0
['Momia'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,30,6400,70,303,190,Spirit Pokémon,85,1000000,0.5,38,Desumasuデスマス,Yamask,50,562,55,65,30,Fantasma,,1.5,5,0
['Momia'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,6400,70,483,90,Coffin Pokémon,145,1000000,1.7,58,Desukarnデスカーン,Cofagrigus,50,563,95,105,30,Fantasma,,76.5,5,0
['Roca Solida', 'Robustez', 'Nado Rapido'],1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,78,7680,70,355,45,Prototurtle Pokémon,103,1000000,0.7,54,Protogaプロトーガ,Tirtouga,88.1,564,53,45,22,Agua,Roca,16.5,5,0
['Roca Solida', 'Robustez', 'Nado Rapido'],1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,108,7680,70,495,45,Prototurtle Pokémon,133,1000000,1.2,74,Abagouraアバゴーラ,Carracosta,88.1,565,83,65,32,Agua,Roca,81.0,5,0
['Flaqueza'],0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,112,7680,70,401,45,First Bird Pokémon,45,1000000,0.5,55,Archenアーケン,Archen,88.1,566,74,45,70,Roca,Volador,9.5,5,0
['Flaqueza'],0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,140,7680,70,567,45,First Bird Pokémon,65,1000000,1.4,75,Archeosアーケオス,Archeops,88.1,567,112,65,110,Roca,Volador,32.0,5,0
['Hedor', 'Viscosidad', 'Detonacion'],0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,50,5120,70,329,190,Trash Bag Pokémon,62,1000000,0.6,50,Yabukuronヤブクロン,Trubbish,50,568,40,62,65,Veneno,,31.0,5,0
['Hedor', 'Armadura Fragil', 'Detonacion'],0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,95,5120,70,474,60,Trash Heap Pokémon,82,1000000,1.9,80,Dustdasダストダス,Garbodor,50,569,60,82,75,Veneno,,107.3,5,0
['Illusion'],2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,65,6400,70,330,75,Tricky Fox Pokémon,40,1059860,0.7,40,Zoruaゾロア,Zorua,88.1,570,80,40,65,Siniestro,,12.5,5,0
['Illusion'],2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,105,5120,70,510,45,Illusion Fox Pokémon,60,1059860,1.6,60,Zoroarkゾロアーク,Zoroark,88.1,571,120,60,105,Siniestro,,81.1,5,0
['Gran Encanto', 'Experto', 'Encadenado'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,3840,70,300,255,Chinchilla Pokémon,40,800000,0.4,55,Chillarmyチラーミィ,Minccino,24.6,572,40,40,75,Normal,,5.8,5,0
['Gran Encanto', 'Experto', 'Encadenado'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,3840,70,470,60,Scarf Pokémon,60,800000,0.5,75,Chillaccinoチラチーノ,Cinccino,24.6,573,65,60,115,Normal,,7.5,5,0
['Cacheo', 'Tenacidad', 'Sombra Trampa'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,5120,70,290,200,Fixation Pokémon,50,1059860,0.4,45,Gothimuゴチム,Gothita,24.6,574,55,65,45,Psiquico,,5.8,5,0
['Cacheo', 'Tenacidad', 'Sombra Trampa'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,45,5120,70,390,100,Manipulate Pokémon,70,1059860,0.7,60,Gothimiruゴチミル,Gothorita,24.6,575,75,85,55,Psiquico,,18.0,5,0
['Cacheo', 'Tenacidad', 'Sombra Trampa'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,5120,70,490,50,Astral Body Pokémon,95,1059860,1.5,70,Gothiruselleゴチルゼル,Gothitelle,24.6,576,95,110,65,Psiquico,,44.0,5,0
['Funda', 'Muro Magico', 'Regeneracion'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,5120,70,290,200,Cell Pokémon,40,1059860,0.3,45,Uniranユニラン,Solosis,50,577,105,50,20,Psiquico,,1.0,5,0
['Funda', 'Muro Magico', 'Regeneracion'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,40,5120,70,370,100,Mitosis Pokémon,50,1059860,0.6,65,Doublanダブラン,Duosion,50,578,125,60,30,Psiquico,,8.0,5,0
['Funda', 'Muro Magico', 'Regeneracion'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,65,5120,70,490,50,Multiplying Pokémon,75,1059860,1.0,110,Lanculusランクルス,Reuniclus,50,579,125,85,30,Psiquico,,20.1,5,0
['Vista Lince', 'Sacapecho', 'Hidratacion'],0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,44,5120,70,305,190,Agua Bird Pokémon,50,1000000,0.5,62,Koaruhieコアルヒー,Ducklett,50,580,44,50,55,Agua,Volador,5.5,5,0
['Vista Lince', 'Sacapecho', 'Hidratacion'],0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,87,5120,70,473,45,White Bird Pokémon,63,1000000,1.3,75,Swannaスワンナ,Swanna,50,581,87,63,98,Agua,Volador,24.2,5,0
['Gelido', 'Manto niveo', 'Armadura Fragil'],1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,5120,70,305,255,Fresh Snow Pokémon,50,1250000,0.4,36,Vanipetiバニプッチ,Vanillite,50,582,65,60,44,Hielo,,5.7,5,0
['Gelido', 'Manto niveo', 'Armadura Fragil'],1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,65,5120,70,395,120,Icy Snow Pokémon,65,1250000,1.1,51,Vanirichバニリッチ,Vanillish,50,583,80,75,59,Hielo,,41.0,5,0
['Gelido', 'Nevada', 'Armadura Fragil'],1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,95,5120,70,535,45,Snowstorm Pokémon,85,1250000,1.3,71,Baivanillaバイバニラ,Vanilluxe,50,584,110,95,79,Hielo,,57.5,5,0
['Clorofila', 'Herviboro', 'Dicha'],2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,335,190,Season Pokémon,50,1000000,0.6,60,Shikijikaシキジカ,Deerling,50,585,40,50,75,Normal,Planta,19.5,5,0
['Clorofila', 'Herviboro', 'Dicha'],2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,100,5120,70,475,75,Season Pokémon,70,1000000,1.9,80,Mebukijikaメブキジカ,Sawsbuck,50,586,60,70,95,Normal,Planta,92.5,5,0
['Electricidad Estatica', 'Electromotor'],0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,75,5120,70,428,200,Sky Squirrel Pokémon,60,1000000,0.4,55,Emongaエモンガ,Emolga,50,587,75,60,103,Electrico,Volador,5.0,5,0
['Enjambre', 'Piel Seca', 'Indefenso'],1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,75,3840,70,315,200,Clamping Pokémon,45,1000000,0.5,50,Kaburumoカブルモ,Karrablast,50,588,40,45,60,Bicho,,5.9,5,0
['Enjambre', 'Caparazon', 'Funda'],0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,135,3840,70,495,75,Cavalry Pokémon,105,1000000,1.0,70,Chevargoシュバルゴ,Escavalier,50,589,60,105,20,Bicho,Acero,33.0,5,0
['Efecto Espora', 'Regeneracion'],1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,55,5120,70,294,190,Mushroom Pokémon,45,1000000,0.2,69,Tamagetakeタマゲタケ,Foongus,50,590,55,55,15,Planta,Veneno,1.0,5,0
['Efecto Espora', 'Regeneracion'],1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,85,5120,70,464,75,Mushroom Pokémon,70,1000000,0.6,114,Morobareruモロバレル,Amoonguss,50,591,85,80,30,Planta,Veneno,10.5,5,0
['Absorb Agua', 'Cuerpo Maldito', 'Humedad'],0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,40,5120,70,335,190,Floating Pokémon,50,1000000,1.2,55,Pururillプルリル,Frillish,50,592,65,85,40,Agua,Fantasma,33.0,5,0
